id,Name,Barcode,Manufactorer,Amount,GS1 Form,Food-Grade,Material,Colour
10972,Planteburger,5709760087850,Hanegal,"0,22 kg",tray,true,plastic,black
10976,Entrecotes,5700383532048,Irmas,"0,4 kg",tray,true,plastic,black
10981,Kalvemedaljoner,5700383313661,Dansk Kalv,"0,3 kg",tray,true,plastic,black
10982,Lammefilet,5700383844226,Fra den grønne Ø,"0,175 kg",tray,true,plastic,black
10992,Entrecote,5700383389505,,"0,4 kg",tray,true,plastic,black
11071,Vegane crispy nuggets,4251725800468,Veganz,"0,2 kg",tray,true,plastic,black
11100,Majs deller,5714881000046,Food Design,"0,18 kg",tray,true,plastic,black
11115,Viospread,8719200209374,Violife,"0,25 kg",tray,true,plastic,black
11164,Fersk Torskefilet,4510,Fiskehallen Tvilling,"0,225 kg",tray,true,plastic,black
11165,Fersk Kulmulefilet,4601,Fiskehallen Tvilling,"0,225 kg",tray,true,plastic,black
11180,Varmrøget laks,5701379931098,Xtra,"0,125 kg",tray,true,plastic,black
11186,Marinerede sild,5701379154008,Skipper Sild,"0,4 kg",cup-tub,true,plastic,white
11188,Varmrøget makrel med peber,5710326018867,Seafood Selection,"0,15 kg",tray,true,plastic,black
11232,Røget dansk laks,5710326018515,The Old Danish Smokehouse,"0,1 kg",sleeve,true,plastic,black
11242,Ferske Sildefileter,4600,Fiskehallen Tvilling,"0,225 kg",tray,true,plastic,black
11249,Fersk Flåede Rødspætter,4550,Fiskehallen Tvilling,"0,6 kg",tray,true,plastic,black
11368,Varmrøget laks,5710326019260,The Old Danish Smokehouse,"0,2 kg",tray,true,plastic,black
11397,Okse Leverpostej,5709760002501,Hanegal,"0,2 kg",tray,true,plastic,black
11426,Teepølse,5703986011002,Højer Pølser,"0,225 kg",sleeve,true,plastic,black
11467,Kød- & melboller,5707196209310,Mou,"0,5 kg",bag,true,plastic,black
11475,Wok,5700381242277,Coop,"0,5 kg",tray,true,plastic,black
11481,Økologiske Kødboller i tomatsauce,5709760085825,Irmas,"0,4 kg",tray,true,plastic,black
11487,Økologisk Kartoffel Pizza,5711856005488,Stoklund,"0,625 kg",tray,true,fibre-based,white
11489,Spareribs,5700380586068,Irmas Hverdag,"0,5 kg",tray,true,plastic,black
11491,Økologiske frikadeller,5711856003750,Gris Lam & Co,"0,24 kg",tray,true,plastic,black
11637,Økologisk Skyr naturel,5701975301028,Thise,1 kg,bucket,true,plastic,white
11641,Økologisk Vaniljeskyr,5701975302742,Thise,1 kg,cup-tub,true,plastic,white
11717,Økologisk Creme Fraiche,5701975000457,Thise,"0,2 kg",cup-tub,true,plastic,white
11751,Røgeost uden kommen,5710195005883,Kirkeby & Thrane,"0,175 kg",cup-tub,true,plastic,black
11761,Salatost,7340011454014,Xtra,"0,325 kg",cup-tub,true,plastic,white
11775,Rygeost 20%,5713507027535,Meyers,"0,17 kg",cup-tub,true,plastic,white
11778,Økologisk Græsk inspireret yoghurt,5718146110228,Irmas,"0,2 kg",cup-tub,true,plastic,white
11834,"Koldskål med tykmælk, æg & kammerjunkere",5760466976787,Arla,"0,22 kg",cup-tub,true,plastic,white
11862,Smørbar original,5760466905046,Kærgården,100 stk,tray,true,plastic,white
12285,Clarkson Chardonnay,5704634100956,Clarkson,"0,75 liter",bottle,true,glass,white
12445,Piemonte Brachetto Suagna,8003895290008,Brachetto,"0,75 liter",bottle,true,glass,black
12844,Terre di Verona Recioto della Valpolicella,8030625002990,Terre di Verona,"0,5 liter",bottle,true,glass,black
13020,Blåbær Solbær Drik,5705010080299,Brämhults,"0,85 liter",bottle,true,plastic,black
13284,One Meal +Prime Caffe Latte,5715667900017,Nupo,"0,33 liter",bottle,true,plastic,white
13355,Kanel Latte Spices,5710175131250,Mill & Mortar,"0,05 kg",can,true,metal,black
13360,Lakrids Latte spices,5710175131267,Mill & Mortar,"0,05 kg",can,true,metal,black
13636,BBQ Krydderiblanding,5710959088060,Irmas,"0,03 kg",can,true,metal,black
13698,Citronpeber,5700383701307,Irmas,"0,025 kg",can,true,metal,black
13874,Koriander,7340011488231,Coop 365,"0,025 kg",can,true,metal,black
13928,Chiliflager,7340011488224,Coop 365,"0,023 kg",can,true,metal,black
13989,Oregano,7340011488200,Coop 365,"0,01 kg",can,true,metal,black
13999,Herregårds Rødkål,5701018032346,Beauvais,"0,535 kg",cup-tub,true,plastic,white
14027,Cayennepeber,7340011488248,Coop 365,"0,025 kg",can,true,metal,black
14055,Grøntsagsfond,7340011490906,Änglamark,"0,18 liter",bottle,true,plastic,black
14082,Timian,7340011488217,Coop 365,"0,014 kg",can,true,metal,black
14145,Kyllingefond,7340011490920,Änglamark,"0,18 liter",bottle,true,plastic,black
14167,Klassiske pandekager,5701029021537,Amo,"0,2 kg",bottle,true,plastic,white
14250,Vaniljesukker,5700382741748,Irmas,"0,09 kg",jar,true,plastic,white
14280,Økologiske Sorte Peberkorn,7340011488187,Coop 365,"0,05 kg",can,true,metal,black
14339,Aceto balsamico,7340011315728,Änglamark,"0,25 liter",bottle,true,glass,black
14355,"Basilikum, purpur & grøn",5710175155232,Mill & Mortar,"0,015 kg",can,true,metal,black
14364,Brune Sennepsfrø,5710175121152,Mill & Mortar,"0,05 kg",can,true,metal,black
14367,Cabbage Karma,5710175131274,Mill & Mortar,"0,05 kg",can,true,metal,black
14370,Cake Factor,5710175131236,Mill & Mortar,"0,05 kg",can,true,metal,black
14395,"Enebær, hele",5710175122340,Mill & Mortar,"0,035 kg",can,true,metal,black
14396,"Estragon, groftskåret",5710175155201,Mill & Mortar,"0,015 kg",can,true,metal,black
14402,Flaming Dust BBQ,5710175131168,Mill & Mortar,"0,05 kg",can,true,metal,black
14408,G&T Garnish Set økologisk,5710175300410,Mill & Mortar,"0,09 kg",can,true,metal,black
14431,Happy Roots,5710175131151,Mill & Mortar,"0,045 kg",can,true,metal,black
14438,Hvide Peberkorn,5710175122579,Mill & Mortar,"0,05 kg",can,true,metal,black
14440,"Ingefær, stødt",5710175121114,Mill & Mortar,"0,05 kg",can,true,metal,black
14446,"Kardemomme, hel, grøn",5710175121046,Mill & Mortar,"0,025 kg",can,true,metal,black
14447,Karl Johan Flagesalt (Porcini),5710175199090,Mill & Mortar,"0,08 kg",can,true,metal,black
14448,Karl Otto,5710175113188,Mill & Mortar,"0,04 kg",can,true,metal,black
14452,"Kommen, hel",5710175122487,Mill & Mortar,"0,05 kg",can,true,metal,black
14467,Mermaid's Bite BBQ,5710175131205,Mill & Mortar,"0,04 kg",can,true,metal,black
14483,"Nelliker, hele",5710175129899,Mill & Mortar,"0,035 kg",can,true,metal,black
14492,"Oregano, skåret",5710175155188,Mill & Mortar,"0,016 kg",can,true,metal,black
14499,Penja Sorte peberkorn,5710175111061,Mill & Mortar,"0,05 kg",can,true,metal,black
14515,Rasta Pasta,5710175131137,Mill & Mortar,"0,055 kg",can,true,metal,black
14521,Rød Dukkah,5710175144113,Mill & Mortar,"0,07 kg",can,true,metal,black
14524,Rødvinssalt i flager,5710175199069,Mill & Mortar,"0,08 kg",can,true,metal,black
14525,"Røget Paprika, hot",5710175122548,Mill & Mortar,"0,05 kg",can,true,metal,black
14526,Røgsalt i flager,5710175199038,Mill & Mortar,"0,08 kg",can,true,metal,black
14528,Safran La Rosera,5710175122531,Mill & Mortar,,can,true,metal,black
14529,Salt of Hearts,5710175199182,Mill & Mortar,"0,06 kg",can,true,metal,black
14538,Smokey Sally,5710175131144,Mill & Mortar,"0,05 kg",can,true,metal,black
14545,Sort Flagesalt,5710175199045,Mill & Mortar,"0,08 kg",can,true,metal,black
14550,Sre Ambel sorte Peberkorn,5710175111047,Mill & Mortar,"0,05 kg",can,true,metal,black
14559,Tangsalt i flager,5710175199083,Mill & Mortar,"0,055 kg",can,true,metal,black
14562,"Timian, skåret",5710175155164,Mill & Mortar,"0,025 kg",can,true,metal,black
14578,Økologisk Curepipe Rosen Peberkorn,5710175111092,Mill & Mortar,"0,025 kg",can,true,metal,black
14605,Økologiske Sorte Peberkorn,5710175122593,Mill & Mortar,"0,05 kg",can,true,metal,black
15259,Tandpasta classic,8710604777094,Zendium,"0,1 liter",tube,true,plastic,white
15260,Flydende håndsæbe,7340191100794,Irmas Hverdag,"0,25 liter",bottle,true,plastic,white
15263,Emalje Protect Tandpasta,8710604777117,Zendium,2 stk,tube,true,plastic,white
15317,Naturals Milk & Honey,8714789876757,Palmolive,"0,65 liter",bottle,false,plastic,white
15318,Zero%,8714789841304,Sanex,"0,05 liter",bottle,false,plastic,white
15332,Shower gel,7340011470229,Änglamark,1 liter,bottle,false,plastic,white
15340,Shower Gel,5740500011346,Neutral,"0,75 liter",bottle,false,plastic,white
15346,Body Lotion Bamboo,8710847987618,Dove,"0,25 liter",bottle,false,plastic,white
15347,Body Lotion Geranium,8710847987595,Dove,"0,25 liter",bottle,false,plastic,white
15356,Coconut Milk Shampoo,22796970053,OGX,"0,385 liter",bottle,false,plastic,white
15370,Men Refreshing 3in1,8714789733104,Palmolive Men,"0,5 liter",bottle,false,plastic,black
15414,Flydende Håndsæbe,7340011499183,Änglamark,"0,3 liter",bottle,false,plastic,white
15416,Shampoo,8714789895536,Sanex,"0,25 liter",bottle,false,plastic,white
15418,Intimate wash,7340011301936,Änglamark,"0,2 liter",bottle,false,plastic,white
15430,Shampoo,7340011427452,Änglamark,"0,25 liter",bottle,false,plastic,white
15436,Balsam,5701318112045,Coop 365,"0,2 liter",bottle,false,plastic,white
15437,Classic Clean,5410076229994,Head & Shoulders,"0,25 liter",bottle,false,plastic,white
15443,Håndcreme,7340011315575,Änglamark,"0,075 liter",tube,false,plastic,white
15459,BiomeProtect,8718951386655,Sanex,"0,65 liter",bottle,false,plastic,white
15460,Body Lotion,8712561090872,Neutral,"0,25 liter",bottle,false,plastic,white
15469,Kalk med D-vitamin,5703780107154,Lekaform,300 stk,jar,true,plastic,white
15486,BiomeProtect,8718951388918,Sanex,"0,65 liter",bottle,false,plastic,white
15495,Kalk med magnesium og D3 vitamin,5745325099548,Fitness Pharma,350 stk,jar,true,plastic,white
15496,Shampoo,8714789895499,Sanex,"0,25 liter",bottle,false,plastic,white
15497,Sun spray spf 50,7340011484639,Änglamark,"0,2 liter",bottle,false,plastic,white
15506,BiomeProtect Dermo Shower Gel,8718951389342,Sanex,"0,75 liter",bottle,false,plastic,white
15531,Økologisk Håndcreme,5700381575641,Irmas,"0,1 liter",tube,true,plastic,white
15532,Balsam,7311572102287,Elida,"0,2 liter",bottle,false,plastic,white
15533,Balsam - normalt hår,7340011466222,Coop 365,1 liter,bottle,false,plastic,white
15536,Shampoo for Men,7340011491156,Änglamark,"0,2 liter",tube,false,plastic,white
15541,Body Wash,8717163742839,Dove,"0,225 liter",bottle,false,plastic,white
15542,Creme soft,4005808123834,Nivea,"0,25 liter",bottle,false,plastic,white
15552,Shampoo Biotin + Repair 7,8710447224175,Tresemmé,"0,4 liter",bottle,false,plastic,black
15572,3 i 1 Ansigtsrens,7340011466239,Coop 365,"0,2 liter",bottle,false,plastic,white
15588,Baldrian,5702071501411,Vitalia,120 stk,jar,true,plastic,white
15594,BiomeProtect Dermo Shower Gel,8718951389885,Sanex,"0,75 liter",bottle,false,plastic,white
15595,Body Butter,7340011436928,Änglamark,"0,22 liter",cup-tub,false,plastic,white
15596,Body Lotion,7340011315513,Änglamark,"0,2 liter",bottle,false,plastic,white
15598,Bodycreme,5700384315541,Irmas,"0,15 liter",aerosol,false,plastic,white
15608,Conditioner Biotin + Repair 7,8710447224205,Tresemmé,"0,4 liter",bottle,false,plastic,white
15628,Dermo Protector,8714789913919,Sanex,"0,065 liter",bottle,false,plastic,white
15645,Exavena emollient cream,7340011480785,Änglamark,"0,2 liter",tube,false,plastic,white
15651,Express Hydration,4005808246465,Nivea,"0,25 liter",bottle,false,plastic,white
15654,Extreme Wax,5710404811588,Stuhr,"0,1 liter",cup-tub,false,plastic,black
15657,Face cleanser 3 in 1,7340011470199,Änglamark,"0,2 liter",bottle,false,plastic,white
15659,Face Wash,8710908689222,Neutral,"0,15 liter",aerosol,false,plastic,white
15660,Fisk med ingefær,5745325099623,Fitness Pharma,180 stk,jar,true,plastic,white
15662,Flydende Håndsæbe,5701318112007,Coop 365,"0,25 liter",bottle,false,plastic,white
15676,Hard Mud Wax,5710404811571,Stuhr,"0,1 liter",jar,false,plastic,black
15677,Hard Mud Wax,5710404811533,Stuhr,"0,075 liter",cup-tub,false,plastic,black
15687,Hårvoks,7340011316053,Änglamark,"0,1 liter",cup-tub,false,plastic,white
15698,Kalk med magnesium,5702071501428,Vitalia,100 stk,jar,true,plastic,white
15699,Keratin Smooth,8710447224366,Tresemmé,"0,4 liter",bottle,false,plastic,white
15721,Mild Conditioner,5710404817443,Stuhr,"0,75 liter",bottle,false,plastic,white
15722,Mild Volume Shampoo,5710404817771,Stuhr,1 liter,bottle,false,plastic,white
15726,Moisture Rich Shampoo,5012254061190,Tresemmé,"0,5 liter",bottle,false,plastic,black
15731,Mundskyl,7350028701513,SB12,"0,25 liter",bottle,true,plastic,white
15736,Naturals Milk & Honey,8714789526508,Palmolive,"0,75 liter",bottle,false,plastic,white
15748,Original Beauty Cream Wash,4000388177000,Dove,"0,25 liter",bottle,false,plastic,white
15768,Psyllium Mavebalance Kapsler,5702071389972,Husk,225 stk,bottle,true,plastic,white
15805,Sunlotion,7340011429234,Änglamark,"0,2 liter",tube,false,plastic,white
15812,Tranebær,5745325099739,Fitness Pharma,100 stk,jar,true,plastic,white
16018,Kulørt vask,7340191113398,Irmas hverdag,,bottle,false,plastic,white
16023,Finvask,7340011482413,Irmas Hverdag,"0,75 liter",bottle,false,plastic,white
16066,Flydende Vaskemiddel,8710522447130,Neutral,,bottle,false,plastic,white
16080,Afspændingsmiddel,7340011476559,Coop,"0,5 liter",bottle,false,plastic,white
16081,Opvask 2-pk.,8714789002699,Vel,"1,11 liter",bottle,false,plastic,white
16094,Opvaskemiddel,5720000024282,Vel Ultra,"0,5 liter",bottle,false,plastic,white
16125,Color Parfumefri,7340191104907,Coop,,bottle,false,plastic,white
16131,Flydende vaskemiddel,8435495810667,A+,,bottle,false,plastic,white
16156,Uld- & finvask,8720181123436,De!ny,"0,7 liter",bottle,false,plastic,white
16158,Kulørt vask,7340191113435,Irmas Tusindfryd,,bottle,false,plastic,black
16177,Olietræsæbe,8720182173485,Probat,"0,7 liter",bottle,false,plastic,white
16186,Flydende vaskemiddel,8710522447062,Biotex,,bottle,false,plastic,white
16187,Pletspray,8710847865848,Neutral,"0,5 liter",bottle,false,plastic,white
16197,Vaskemiddel Brilliant White,8720181000218,Omo,,bottle,false,plastic,white
16201,Laundry Disinfectant vaskemiddel,5714970001565,Lysol,"1,2 liter",bottle,false,plastic,white
16204,Flydende vaskemiddel,8435495810636,A+,,bottle,false,plastic,white
16205,Pletfjerner,7340011438878,Coop,"0,5 kg",jar,false,plastic,white
16248,Dyne & Pude Vask,5710788118501,Masava,"0,1 liter",bottle,false,plastic,white
16252,Sølv rensecreme,57310848,Bistro,"0,15 liter",cup-tub,false,plastic,white
16288,Sensitive Color,8435495810452,A+,,bottle,false,plastic,white
16290,Sensitive White,8435495810483,A+,,bottle,false,plastic,white
16593,Lampeolie/Tændvæske,7340191107007,Coop,1 liter,bottle,false,plastic,black
16902,Hamburgerryg i skiver øko,5701483183420,Salling ØKO,90 g,tray,true,plastic,black
16940,Spareribs,254598,Slagtermesteren,2.050 g,tray,true,plastic,black
17038,Kamben m. barbecuemarinade,251642,Slagteren,400 g,tray,true,plastic,black
17237,Instant kopnudler m. teriyaki og kylling,5901384503642,Oyakata,96 g,cup-tub,true,plastic,white
17327,Instant kopnudler m. karrysmag,5901384504854,OYAKATA,90 g,cup-tub,true,plastic,white
17418,Pasta m. tomat og basilikum,8058669800747,My Instant,70 g,cup-tub,true,plastic,white
17434,Hvidløgspeber,5710175131311,Mill & Mortar,50 g,can,true,metal,black
151,"Klar oksekødssuppe m. gulerødder, selleri og porrer",5741300056162,Mou,1.000 g,bag,true,plastic,black
212,Laks i portioner,5711869600113,Salling,4 stk,sleeve,true,plastic,white
324,Knust is,5711178001021,Plus Ice,2.000 g,bag,true,plastic,white
535,Mælkeis m. kakao og chokoladestykker,5712872025832,Vores,750 ml,tray,true,plastic,white
596,Perlehøne,5712873712250,Gourmet Quality,400 g,tray,true,plastic,black
613,Due,5712873712229,Gourmet Quality,300 g,sleeve,true,plastic,black
733,Peanuts m. chili,5712873475759,Salling,200 g,bag,true,plastic,black
1023,Lakridspastiller m. saltsmag sukkerfri,5774540415505,Ga-Jol,100 g,cup-tub,true,plastic,black
1107,Mørk chokolade 70% kakao m. lakrids,7622210337740,Marabou,100 g,box,true,fibre-based,black
1175,Choko peanuts,5712870819891,Budget,250 g,bag,true,plastic,white
1318,Finsk lakrids m. lakridsrod,5701012847632,Princip,225 g,bag,true,plastic,black
1501,Lakridspastiller,5774540415604,Ga-Jol,100 g,cup-tub,true,plastic,black
1540,Lakridspastiller,5774540415406,Ga-Jol,100 g,cup-tub,true,plastic,black
1676,Persian Perry,5710885002741,Simply Chocolate,40 g,sleeve,true,plastic,black
1731,Lys mælkechokolade,5703161201228,Easis,"0,085 kg",box,true,fibre-based,white
1784,Acaipulver øko,5765228860007,Urtekram,30 g,can,true,metal,black
1790,Mintpastiller sukkerfri,5412841601257,Frisk,"5,7 g",box,true,plastic,white
1830,Spirulina øko,5712872634485,Urtekram,50 g,can,true,metal,black
1844,Lakridspastiller m. granatæblesmag u. tilsat sukker,5774540415307,Ga-Jol,100 g,cup-tub,true,plastic,black
1920,Tyggegummi m. jordbær- og limesmag,5707312002856,Vores,100 g,cup-tub,true,plastic,white
2034,Pastiller m. karamelsmag,5774540430201,Ga-Jol,100 g,jar,true,plastic,black
2153,Bipollen øko,5712872634454,Urtekram,75 g,can,true,metal,black
2233,Hakket oksekød 2-7% (OBS 1 dags holdbarhed),250771,Mesterhakket,400 g,jar,true,plastic,black
2234,Hakket grisekød 4-7% fedt,5707196256949,Slagteren,400 g,tray,true,plastic,black
2257,Flæsk i skiver øko,5707196291780,Salling ØKO,300 g,tray,true,plastic,black
2267,Kyllingeinderfilet,5712875128905,Salling,"2,5 kg",tray,true,plastic,black
2290,Hamburgerryg,5705333090456,Antonius,1.086 g,sleeve,true,plastic,white
2314,Kyllingebryst friland,5712873925155,Princip,310 g,tray,true,plastic,black
2338,Flap meat steak,5705451062861,Ludvig,"0,4 kg",tray,true,plastic,white
2366,Spareribs,250917,Slagtermesteren,1.050 g,tray,true,plastic,black
2389,Spareribs m. barbecuemarinade,5704080958965,Aalbæk,400 g,sleeve,true,plastic,black
2412,Svinemørbrad m. bimørbrad,251084,Slagtermesteren,"1,5 kg",tray,true,plastic,black
2445,Fiskefars,5709345004203,Deli,500 g,tray,true,plastic,black
2520,Roastbeef,5704080957999,3-stjernet,"0,06 kg",tray,true,plastic,black
2548,Salatost 45% fedt,5711953121975,Salling,530 g,jar,true,plastic,white
2557,Spegepølse i skiver,5705333099640,Delika,100 g,tray,true,plastic,black
2581,Græsk yoghurt 10% fedt,5709289004505,Athena,1 kg,bucket,true,plastic,white
2604,Varmrøget laks,5701785280407,Salling,125 g,tray,true,plastic,black
2609,"Skyr m. skovbær 0,2% fedt u. tilsat sukker",5711953058677,Cheasy,1.000 g,cup-tub,true,plastic,white
2621,Pasteuriserede æggeblommer fra skrabeæg,5701607579771,Dava,4 stk,cup-tub,true,plastic,white
2640,Varmrøget laks m. peber,5701785310401,Salling,125 g,tray,true,plastic,black
2655,Græsk yoghurt 2% fedt,5790000427161,Athena,1 kg,bucket,true,plastic,white
2664,"Yoghurt m. jordbær og rabarber 0,1% fedt u. tilsat sukker",5700426205366,Cheasy,1.000 g,gable-top,true,fibre-based,white
2758,Pasteuriserede æggehvider,5701607579788,Dava,4 stk,cup-tub,true,plastic,white
2822,Skyr m. blåbær og vanilje,7310867948630,Stay Strong,900 g,cup-tub,true,plastic,white
2823,"Yoghurt af skyr m. kokos 0,2% fedt u. tilsat sukker",5711953065934,Cheasy,1.000 g,gable-top,true,fibre-based,white
2854,Friskost naturel 16% fedt laktosefri,5711953006265,Arla,200 g,tray,true,plastic,white
2877,Drikkeyoghurt m. blandede frugter,7350000551365,Danone,400 g,bottle,true,plastic,white
2943,Salami m. hvidløg,5707196217674,Gøl,250 g,sleeve,true,plastic,black
2946,Minifrikadeller,5711044175436,Den Gode Frikadelle,800 g,tray,true,plastic,black
2960,Smørbar,5701012534785,Budget,400 g,tray,true,plastic,white
2992,Rygeost 10% fedt øko,5713507032720,Løgismose,175 g,tray,true,plastic,black
3004,Varmrøget laks m. citron og timian,5701785110605,Princip,250 g,tray,true,plastic,black
3008,Tortelloni m. tomat og mozzarella,5712873623419,Salling,250 g,tray,true,plastic,black
3037,Laksefrikadeller,5709345004326,Skagen,380 g,tray,true,plastic,black
3038,Salami italiensk inspireret,5707196217612,Gøl,250 g,sleeve,true,plastic,black
3072,"Græsk yoghurt m. hindbær 4,8% fedt",6413300025378,Arla,400 g,cup-tub,true,plastic,white
3075,Plantepostej glutenfri øko,5709760086471,Hanegal,200 g,tray,true,plastic,black
3126,Skyr naturel 1% fedt laktosefri øko,7310867946162,Stay Strong,500 g,cup-tub,true,plastic,white
3129,Tørsaltet bacon i skiver øko,5712874592547,Salling ØKO,100 g,tray,true,plastic,white
3136,"Yoghurt m. skovbær 2,7% fedt",5712871235447,Danone,500 g,bottle,true,plastic,white
3163,Danbo,5711953135095,Klovborg,"0,585 kg",sleeve,true,plastic,black
3212,Plantebaseret drik,5701977001766,Naturli',1 l,gable-top,true,fibre-based,black
3218,Rullepølse i skiver,5701483191227,Budget,350 g,tray,true,plastic,black
3289,Cheddar lagret 24 mdr 35% fedt,5712872579205,Princip,250 g,sleeve,true,plastic,black
3326,Salami m. peber,5707196217643,Gøl,250 g,sleeve,true,plastic,black
3330,Paté m. grøn peber,5410321290274,Sanpareil,280 g,sleeve,true,plastic,black
3336,Sønderjysk salami m. rødvin,5707196217766,Gøl,250 g,sleeve,true,plastic,black
3342,Hollandaisesauce,5710405312268,Eriks,230 ml,cup-tub,true,plastic,black
3355,Hvidløgsost,3272770098915,Tartare,"0,15 kg",cup-tub,true,plastic,white
3359,Salami 5% fedt,5704080954844,Aalbæk Specialiteter,200 g,sleeve,true,plastic,black
3360,Pecorino Romano 36+,8002710712008,Zanetti,200 g,sleeve,true,plastic,white
3361,Risdessert m. jordbær vegansk,7350126080237,Risifrutti,165 g,cup-tub,true,plastic,white
3365,Camembert 50+,5704025026445,Mon Ami,200 g,sleeve,true,plastic,white
3390,Babybel mini 24% fedt,3073780918763,Babybel,200 g,bag,false,plastic,white
3501,Medister m. bacon,5707196255126,Slagtermesteren,1.300 g,tray,true,plastic,black
3552,Blåskimmelost 60+,7331494237799,Wernersson,175 g,tray,true,plastic,black
3633,Salami i skiver m. krydderier,5704080958774,Aalbæk,60 g,tray,true,plastic,white
3703,Roquefort,7331494127854,Wernersson,100 g,tray,true,plastic,black
3827,Spegepølse i skiver,5705333099923,Delika,100 g,tray,true,plastic,black
3908,Pizza m. tomat og pesto,5712875170317,Salling,435 g,tray,true,plastic,white
3958,Gravad laks m. dild,5711865702491,,300 g,sleeve,true,plastic,black
3961,Roastbeef i skiver øko,5701483177627,Salling ØKO,60 g,tray,true,plastic,black
3987,Sommer griller,5707196223491,Gøl,"0,5 kg",bag,true,plastic,black
4004,Røget hellefisk i skiver,5740301152675,Princip,100 g,sleeve,true,plastic,black
4005,Grillmedister 80% kød,5707196292718,GØL,420 g,bag,true,plastic,black
4342,Vandmelon i skiver,5712873659852,,700 g,tray,true,plastic,black
4518,Oreo Mini,5000396020687,Oreo,115 g,cup-tub,true,plastic,white
4648,Romkugler,5709364970664,Bakkegårdens Lækkerier,200 g,tray,true,plastic,black
4661,Roulade m. marcipansmag,5709152005868,Vesterlund Bageri,350 g,tray,false,fibre-based,white
4691,Trio boller,7312170056309,Semper,"0,3 kg",bag,true,plastic,white
4720,Havreflager m. chokoladesmag,5709364676344,Karen Volf,130 g,tray,true,plastic,black
4800,Småkager m. abrikos,4260143892337,Ersay Food,250 g,tray,true,plastic,white
4817,Vafler m. kakao og mælkecreme,8000380180721,Loacker,175 g,tray,true,plastic,black
4834,Havreflager m. appelsinsmag,5709364676351,Karen Volf,130 g,tray,true,plastic,black
4871,Surdejs havreboller øko,5712874935245,Salling ØKO,4 stk,bag,true,plastic,white
4882,Mersmak Råg & Chia,7300400482769,Wasa,"0,245 kg",bag,true,fibre-based,white
4929,Biskrem Cocoa,8690504020370,Ulker,170 g,bag,true,plastic,black
4994,Æblejuice fra koncentrat,5705001524504,Budget,"1,5 l",brick,true,fibre-based,white
5089,Appelsinjuice fra koncentrat,5705010122326,Budget,5 stk,brick,true,fibre-based,white
5179,Proteindrik,5709281008853,Stay Strong,"0,5 liter",bottle,true,plastic,white
5501,Draught Stout,5707323573451,Guinness,44 cl,can,true,metal,black
5857,Energidrik m. colasmag sukkerfri,7340131602333,Nocco,330 ml,can,true,metal,black
6032,Trebbiano d'Abruzzo vegansk øko,8002001054282,Cantina Tollo,75 cl,bottle,true,glass,white
6777,Hvedemel,5701012951087,Budget,2 kg,bag,true,fibre-based,white
6779,Fusilli,5711044596552,Budget,500 g,bag,true,plastic,white
6804,Sukker,5701259000043,Dansukker,2 kg,bag,true,fibre-based,white
6824,Vaniljesukker,5712873591909,Salling,110 g,jar,true,plastic,white
6883,Syltet rødkål,5701018039628,Beauvais,720 g,cup-tub,true,plastic,white
6907,Hele sort peber,5712871880043,Budget,100 g,bag,true,plastic,white
7019,Jordbærmarmelade,5712873663514,Budget,800 g,cup-tub,true,plastic,white
7023,Natron,5712873591947,Salling,140 g,cup-tub,true,plastic,white
7048,Kulør,5711044757847,,250 ml,bottle,true,plastic,black
7063,Original,5701037061341,Café Noir,"0,4 kg",bag,true,plastic,black
7098,Sorte oliven u. sten,5711044220204,Budget,235 g,jar,true,glass,white
7109,Chokoladesauce,5709521034963,Odense,"0,1 kg",bottle,false,plastic,black
7173,Ølandshvedemel,5701075202331,Valsemøllen,1 kg,bag,true,fibre-based,white
7174,Balsamicoeddike,5712874522155,Salling,250 ml,bottle,true,glass,black
7394,Karamelsauce,5709521036400,Odense,175 g,bottle,true,plastic,black
7420,Jasminris øko,5712872222460,Budget,1 kg,bag,true,plastic,white
7439,Tortillachips m. salt,5701397050047,Wanted,450 g,bag,true,plastic,black
7535,Bagepulver,5701009156112,Tørsleffs,"0,1 kg",cup-tub,true,plastic,white
7548,Sødemiddel,7090017540166,Funksjonell Mat,500 g,bag,true,plastic,black
7550,Sukker,5701259517756,Dansukker,1 kg,bag,true,fibre-based,white
7553,Sød paprika øko,5765228770269,Urtekram,28 g,can,true,metal,black
7729,Amerikanske pandekager,5710405092030,Maizena,215 g,bottle,true,plastic,white
7812,Hønsebouillon,5709347065868,Oscar,90 g,cup-tub,true,plastic,black
7911,Oregano øko,5765228769119,Urtekram,20 g,can,true,metal,black
8109,Pastafarve grøn,5711243103704,Sweetkitchen,25 g,jar,true,plastic,black
8133,Vildtbouillon,5709347172405,Oscar,90 g,cup-tub,true,plastic,black
8134,Vaniljepulver øko,5765228795262,Urtekram,10 g,can,true,metal,black
8201,Pastafarve rød,5711243103698,Sweetkitchen,25 g,jar,true,plastic,black
8202,Pastafarve pink,5711243103650,Sweetkitchen,25 g,jar,true,plastic,black
8221,Jordbærsauce,5709521036288,Odense,175 g,bottle,true,plastic,black
8231,Italiensk inspireret krydderi øko,5765228897539,Urtekram,45 g,can,true,metal,black
8236,Instant kopnudler m. teriyaki og kylling,5901384500917,Oyakata,96 g,cup-tub,true,plastic,black
8241,Syltet rødkål,5706680016885,Samsø Syltefabrik,950 g,cup-tub,true,plastic,white
