id,Name,Barcode,Manufactorer,Amount,GS1 Form,Food-Grade,Material,Colour
212,Laks i portioner,5711869600113,Salling,4 stk,sleeve,true,plastic,white
10771,Herregårds kylling hele Lår,5789000094046,Frijsenborg,"0,7 kg",tray,true,plastic,other-colours
1170,Lakrids Hits,5774540629506,Toms,375 g,bag,true,plastic,other-colours
6012,Blended Malt Whisky,5010327105215,Monkey Shoulder,700 ml,bottle,true,glass,clear
5237,Vand m. brus hyldeblomst- og citronsmag,5703828023798,Aqua D'or,"0,3 l",bottle,true,plastic,clear
6912,Tomatpuré i tube,5712873642786,Salling,200 g,tube,true,metal,other-colours
5136,Appelsinjuice,5712873098927,Princip,1 l,bottle,true,plastic,clear
500,Hakket svinelever,5705522371342,Amalie's Køkken,500 g,tube,true,plastic,clear
7108,Cremet jordbærmarmelade,5712872506850,Budget,300 g,jar,true,glass,clear
3113,Ost i skiver mellemlagret 45+ øko,5711953034114,Riberhus,180 g,tray,true,plastic,clear
11439,Porchetta,5700381047766,Smag Forskellen,"0,07 kg",sleeve,true,plastic,other-colours
9436,Pynt sølv,5711243103391,Sweetkitchen,1 g,jar,true,glass,clear
15562,Natcreme,7340011470168,Änglamark,"0,05 liter",aerosol,false,metal,other-colours
3673,Marinerede sild i fileter,5710405311728,Lykkeberg,800 g,bucket,true,plastic,other-colours
4839,Hvedeknækbrød,7311800720450,Polarbröd,280 g,box,true,fibre-based,other-colours
13601,Kikærter,7340011487784,Coop 365,"0,23 kg",brick,true,fibre-based,other-colours
1540,Lakridspastiller,5774540415406,Ga-Jol,100 g,cup-tub,true,plastic,black
5210,Pepsi Max Lime,5741000156841,Pepsi,33 cl,can,true,metal,other-colours
5356,Smirnoff Ice tropical,5410316963169,Smirnoff,275 ml,bottle,true,glass,clear
1255,Blandede chokolader og karameller,7613031908370,Nestlé,900 g,can,true,metal,other-colours
1937,Chokoladerosiner,5701049332699,Carletti,190 g,bag,true,plastic,other-colours
556,Mælkeis m. karamelsmag,5712874961343,Salling,240 g,box,false,fibre-based,other-colours
724,Sutter Mix,5701090066901,Haribo,120 g,bag,true,plastic,other-colours
17366,Ekstra jomfruolivenolie spray m. chili,8006830100424,Mantova,250 ml,aerosol,true,metal,other-colours
3716,Salami i skiver m. krydderier,5704080958781,Aalbæk,60 g,tray,true,plastic,clear
2578,"Skyr m. vanilje 0,2% fedt øko",5712874221522,Salling ØKO,1.000 g,bucket,true,plastic,other-colours
5089,Appelsinjuice fra koncentrat,5705010122326,Budget,5 stk,brick,true,fibre-based,white
140,Ærter,5712871808931,Budget,750 g,bag,true,plastic,other-colours
15291,Extra Fresh,8710604777070,Zendium,2 stk,tube,true,plastic,other-colours
174,Pizza m. kylling og barbecuesmag,5712873762354,Salling,395 g,box,false,fibre-based,other-colours
6986,Jordbærmarmelade,5701211011865,Den Gamle Fabrik,"0,6 kg",jar,true,glass,clear
1611,Delishios glutenfri,8008698029503,Schär,37 g,sleeve,true,plastic,other-colours
3840,Havredrik Choko,7394376619175,Oatly,1 liter,gable-top,true,fibre-based,other-colours
15380,Shampoo Volume,5710404812509,Stuhr,"0,35 liter",tube,false,plastic,other-colours
12851,Faxe Kondi 0 kalorier,5741000139752,Royal Unibrew,"7,92 liter",can,true,metal,other-colours
3073,Økologisk iMAT Madlavningsprodukt,7394376615627,Oatly,"0,25 liter",brick,true,fibre-based,other-colours
5778,Gleipner alkoholfri,5714370002872,Bryggeriet Frejdahl,66 cl,bottle,true,glass,other-colours
409,Pizza m. stærk salami og Nduja pølse,5712874602444,Princip,392 g,box,false,fibre-based,other-colours
15626,Dermo Protector,8714789764160,Sanex,"0,15 liter",aerosol,false,metal,other-colours
2581,Græsk yoghurt 10% fedt,5709289004505,Athena,1 kg,bucket,true,plastic,white
10863,Mørbrad af gris,5700383110833,,"1,5 kg",sleeve,true,plastic,other-colours
9794,Instant kopnudler m. grøntsager,5997523335410,Nissin,100 g,sleeve,true,plastic,other-colours
6191,Cabernet Sauvignon,87712201369,Morgan Bay Cellars,75 cl,bottle,true,glass,other-colours
2868,Biodynamisk mælk 4-6% fedt øko,5701852251064,Naturmælk,1 l,gable-top,true,fibre-based,other-colours
3806,Gryderet m. sorte bønner og chilipulver vegansk,5712874786915,Salling,950 g,jar,true,glass,clear
17220,Stødt spidskommen,5712875158292,Salling,50 g,cup-tub,true,plastic,clear
13859,Æblegrød,7340191111325,Coop,"0,5 kg",gable-top,true,fibre-based,other-colours
2656,Baconleverpostej,5707196246698,Tulip,350 g,tray,true,metal,other-colours
3234,Havredrik,7394376618963,Oatly,1.000 ml,gable-top,true,fibre-based,other-colours
479,Vegansk is m. kakao og stykker af brownie,5701977001292,Naturli',500 ml,bucket,true,fibre-based,other-colours
1361,Chocofant,57540924,Toms,1 stk,sleeve,true,plastic,other-colours
2352,Sojasauce,8715035113107,Sushi Daily,150 ml,bottle,true,glass,clear
15583,Aloe Vera Twin Barbergel,7702018601899,Venus,"0,4 liter",aerosol,false,metal,other-colours
299,Pølsemix,5707196079326,Steff Houlberg,500 g,bag,true,plastic,other-colours
970,Ristede cashewnødder m. salt,5701979994578,KiMs,80 g,bag,true,plastic,other-colours
14463,Mayonnaise,5700383039912,Irmas,"0,15 kg",tube,true,plastic,other-colours
7473,Hvid chokoladeplade,5709521018062,Odense,200 g,sleeve,true,plastic,other-colours
13434,Mornay Sauce,5703855186008,Emmas Sauce,"0,5 liter",brick,true,fibre-based,other-colours
11720,Økologisk Græsk inspireret yoghurt,5718146110235,Irmas,1 kg,bucket,true,plastic,other-colours
11323,Koldrøget Laks i skiver,7340011317241,Änglamark,"0,1 kg",sleeve,true,plastic,other-colours
15680,Hovedbunds Skrub m. Havtorn,4744183010277,Natura Siberica,"0,2 liter",tube,false,plastic,other-colours
15911,Baby & Me 1,5760466995054,Arla,"0,2 stk",brick,true,fibre-based,other-colours
14638,Regnbueis,5718146761185,Irmas,"0,7 liter",tray,true,plastic,clear
4506,Rutebiler,5701079266445,Willy F. Kager,225 g,tray,true,plastic,clear
2722,Skæreost mellemlagret 45+,5707673106910,Them,1.190 g,sleeve,true,plastic,other-colours
10563,Blåbær,8718226440020,Coop,"0,125 kg",tray,true,plastic,clear
5230,Solbærdrik til opblanding light,5712873543519,Salling,1 l,bottle,true,plastic,clear
4873,Havrebrød glutenfri,7310100586773,Semper,300 g,sleeve,true,plastic,clear
575,Mælkeis m. saltet karamelsmag øko,5712874947620,Salling ØKO,290 g,bucket,true,fibre-based,other-colours
3301,Benfri Sild,5741600100497,Glyngøre,"0,1 kg",can,true,metal,other-colours
10000,Kokos og saltet karamelsauce vegansk,93856993466,Nature's Charm,200 g,jar,true,glass,clear
2321,Wasabipasta,3760199054594,Sushi Daily,43 g,tube,true,plastic,clear
1444,Lakridskarameller,5010169035473,Walkers,150 g,bag,true,plastic,other-colours
15824,Volumizing hairspray,5012583105107,got2be,"0,3 liter",aerosol,false,metal,other-colours
13481,Økologisk Salsa,5718140601517,Irmas,"0,3 kg",jar,true,glass,clear
486,"Flødeis m. vanilje- og chokoladesmag, stykker af chokoladebrownie og cookie dough",8711327371002,Ben & Jerry's,465 ml,bucket,true,fibre-based,other-colours
3641,Skæreost kraftfuld lagret 45+,5711953048906,Castello,600 g,sleeve,true,plastic,clear
7693,Paprika,7311311014499,Santa Maria,200 g,jar,true,plastic,clear
15302,Fresh + White,8710604777148,Zendium,"0,1 liter",tube,true,plastic,other-colours
2980,Sojadrik m. vanilje øko,5701977012014,Naturli',1.000 ml,gable-top,true,fibre-based,other-colours
575,Mælkeis m. saltet karamelsmag øko,5712874947620,Salling ØKO,290 g,bucket,true,fibre-based,other-colours
15443,Håndcreme,7340011315575,Änglamark,"0,075 liter",tube,false,plastic,white
13434,Mornay Sauce,5703855186008,Emmas Sauce,"0,5 liter",brick,true,fibre-based,other-colours
2503,"Yoghurt m. pære og banan 3,1% fedt",5711953133756,Salling,1.000 g,gable-top,true,fibre-based,other-colours
13996,Baked Beans,7340191108813,Coop,"0,39 kg",brick,true,fibre-based,other-colours
13012,Kakaomælk,7340011472292,Coop,"1,2 liter",brick,true,fibre-based,other-colours
10976,Entrecotes,5700383532048,Irmas,"0,4 kg",tray,true,plastic,black
9791,Chokoladekage,5701029022862,Amo,420 g,box,false,fibre-based,other-colours
5180,Royal Pilsner alkoholfri,5741000125052,Royal,33 cl,can,true,metal,other-colours
7951,Minestronesuppe,8715700120706,Heinz,380 ml,can,true,metal,other-colours
3736,Proteindrik m. jordbærsmag,5701607585314,White Protein,220 ml,bottle,true,plastic,clear
13326,Doubleshot espresso,5711953085604,Starbucks,"0,2 liter",can,true,metal,other-colours
3126,Skyr naturel 1% fedt laktosefri øko,7310867946162,Stay Strong,500 g,cup-tub,true,plastic,white
5830,Renault VSOP Cognac,6412703100125,Renault VSOP Cognac,"0,7 liter",bottle,true,glass,clear
4530,Fuldkornsknækbrød,5710405064457,Wasa,550 g,sleeve,true,fibre-based,other-colours
1325,Vaniljefudge,5709385007912,Spangsberg,145 g,bag,true,plastic,other-colours
5629,Sportsdrik m. hyldeblomst- og ferskensmag,7350042718627,Vitamin Well,500 ml,bottle,true,plastic,clear
4719,Knækbrød m. sesam og havsalt,7300400482738,Wasa,190 g,box,true,fibre-based,other-colours
15563,Poly Swing,4015000725767,Schwarzkopf,"0,25 liter",aerosol,false,metal,other-colours
15443,Håndcreme,7340011315575,Änglamark,"0,075 liter",tube,false,plastic,white
9331,Tacosauce stærk,7311312001610,Santa Maria,350 g,jar,true,glass,clear
2655,Græsk yoghurt 2% fedt,5790000427161,Athena,1 kg,bucket,true,plastic,white
2475,Skrabeæg M/L,5701607587059,Vores,530 g,tray,false,fibre-based,other-colours
5889,New York Lager øko,5704097132105,Nørrebro Bryghus,"0,33 l",can,true,metal,other-colours
9136,Caffé Latte Kaffekapsler,7613039840047,Nescafé,"121,2 g",box,false,fibre-based,other-colours
2676,Mascarpone,8000430172010,Galbani,250 g,tray,true,plastic,other-colours
7044,Hollandaisesauce,8710604729062,Knorr,66 g,box,false,fibre-based,other-colours
3306,Coppa ruller m. flødeost og figner,5712872578086,Salling,80 g,jar,true,plastic,clear
1991,Bananchips øko,5765228561225,Urtekram,200 g,bag,true,plastic,other-colours
6149,Frugtdrik m. tropiske frugter,8718226323026,Maaza,1 l,gable-top,true,fibre-based,other-colours
890,Stjerner,5700417991254,Malaco,"0,092 kg",sleeve,true,plastic,other-colours
5259,Æblejuice,5705010081135,Rynkeby,"0,2 liter",gable-top,true,fibre-based,other-colours
11720,Økologisk Græsk inspireret yoghurt,5718146110235,Irmas,1 kg,bucket,true,plastic,other-colours
4994,Æblejuice fra koncentrat,5705001524504,Budget,"1,5 l",brick,true,fibre-based,white
7318,Tomatsuppe m. timian øko,5711953089343,Arla,1 l,brick,true,fibre-based,other-colours
11210,Sennepssild,7340011461784,Coop,"0,55 kg",jar,true,plastic,clear
740,Rotella,4001686102589,Haribo,120 g,bag,true,plastic,other-colours
2578,"Skyr m. vanilje 0,2% fedt øko",5712874221522,Salling ØKO,1.000 g,bucket,true,plastic,other-colours
13501,Purerede tomater,7340011476115,Coop,"0,39 kg",brick,true,fibre-based,other-colours
14293,Kokosmælk,5010338014339,Blue Dragon,"0,4 liter",can,true,metal,other-colours
851,Müslibarer m. kakao,5711070603934,Nordthy,150 g,bag,true,plastic,other-colours
6893,Ristede løg øko,5712870889917,Levevis,150 g,bucket,true,plastic,clear
7990,Fuldkornspasta m. tomat og bacon,8710522906996,Knorr,57 g,cup-tub,true,plastic,clear
10434,Chokoladeperler,5710175131557,Mill & Mortar,"0,045 kg",jar,true,glass,clear
10632,Løg med top,5700381843474,Coop,3 stk,sleeve,true,plastic,other-colours
2591,Makrelsalat,5701018044820,K-salat,"0,15 kg",tray,true,plastic,clear
11186,Marinerede sild,5701379154008,Skipper Sild,"0,4 kg",cup-tub,true,plastic,white
5988,Planet Pale,5056025459380,Brewdog,500 ml,can,true,metal,other-colours
2714,Mælkesnitter,5711044949259,Kinder,280 g,box,false,fibre-based,other-colours
1499,Salmiak Pastiller,6411401037115,Fazer,"0,04 kg",box,false,fibre-based,other-colours
14545,Sort Flagesalt,5710175199045,Mill & Mortar,"0,08 kg",can,true,metal,black
11007,Økologisk Barista Havredrik,5701975305354,Thise,1 liter,gable-top,true,fibre-based,other-colours
9539,"Urtete m. kamille, ingefær og appelsin øko",4012824528406,Yogi Tea,17 stk,box,false,fibre-based,other-colours
2581,Græsk yoghurt 10% fedt,5709289004505,Athena,1 kg,bucket,true,plastic,white
4410,Sport,7300400116534,Wasa,"0,275 kg",sleeve,true,fibre-based,other-colours
6168,Energidrik,5741000165911,Faxe Kondi,"56,8 cl",can,true,metal,other-colours
7718,"Super Granola Kakao, Kokos & Mandel",5701018056731,Paulúns,350 g,box,false,fibre-based,other-colours
11409,Økologisk leverpostej,5703986062707,Højer,"0,175 kg",tray,true,metal,other-colours
3097,Sennepssild i bidder,5709345002452,Princip,700 g,jar,true,glass,clear
1389,Trøffel chips,8426944001071,Torres,"0,125 kg",bag,true,plastic,other-colours
15375,Q10 Plus C,4005900416278,Nivea,"0,04 liter",tube,false,plastic,other-colours
15702,Klick Natural Glide,7310572000050,RFSU,"0,1 liter",tube,false,plastic,other-colours
9480,Pulled turkey,5712875029134,Dreistern,400 g,can,true,metal,other-colours
15583,Aloe Vera Twin Barbergel,7702018601899,Venus,"0,4 liter",aerosol,false,metal,other-colours
3251,Skæreost Mild Danbo,5711953135019,Klovborg,"0,585 kg",sleeve,true,plastic,other-colours
1220,Stjerne Mix,5701090047948,Haribo,1.000 g,cup-tub,true,plastic,clear
9885,Bagespray,4250448333888,Decocino,200 ml,aerosol,false,metal,other-colours
13520,Pesto ai peperoni,7340011449539,Coop,"0,19 kg",jar,true,glass,clear
11422,Kyllingebryst,7340011426394,Coop,"0,1 kg",tray,true,plastic,clear
12969,Nikoline Appelsin,5741000155455,Royal Unibrew,"6,6 liter",can,true,metal,other-colours
6104,Drinksmixer m. mango,3052910036324,Monin,50 cl,bottle,true,plastic,other-colours
11637,Økologisk Skyr naturel,5701975301028,Thise,1 kg,bucket,true,plastic,white
16920,"koldskål 0,5% fedt",5710405313449,Kløver,1 l,brick,true,fibre-based,other-colours
632,Mælkeis m. chokoladeovertræk,5712874267360,Salling,4 stk,box,false,fibre-based,other-colours
5913,Frugtdrik m. grapefrugt og jordbær,5775345129291,Sunjoy,500 ml,bottle,true,plastic,clear
15264,Karies Kontrol,8718951179653,Colgate,"0,15 liter",tube,true,plastic,other-colours
6820,Mayonnaise,5703055600014,Hellmann's,400 g,jar,true,glass,clear
5333,Bitter,7048352057931,Gammel Dansk,"0,7 l",bottle,true,glass,other-colours
3198,Bearnaisesauce,7350042721764,Eriks,450 ml,cup-tub,true,plastic,clear
2626,Grana Padano 32+,8002710812005,Zanetti,200 g,sleeve,true,plastic,other-colours
7634,Havsalt i flager,5011428300035,Maldon,125 g,box,false,fibre-based,other-colours
8051,Stødt kanel øko,5712874948863,Salling ØKO,50 g,cup-tub,true,plastic,clear
15263,Emalje Protect Tandpasta,8710604777117,Zendium,2 stk,tube,true,plastic,white
1647,Flæskesvær,8420331000579,Aperitivos Tapa,50 g,bag,true,plastic,other-colours
15686,Hårspray,7340011330394,Xtra,"0,3 liter",aerosol,false,metal,other-colours
11687,Thise Økologisk Kærnemælk,5701975000402,Änglamark,1 liter,gable-top,true,fibre-based,other-colours
16643,Universal insektspray,5703013024623,Pest-stop,"0,4 liter",aerosol,false,metal,other-colours
3455,Kartoffelbåde m. krydderier,8711118031344,Peka,500 g,tray,true,metal,other-colours
2657,Havredrik øko,5701977012038,Naturli',1 l,gable-top,true,fibre-based,other-colours
3076,Karrysild i bidder,5709345003886,Princip,700 g,jar,true,glass,clear
2102,Tyggegummi m. frugtsmag,5712875100505,Mentos,40 g,bag,true,plastic,other-colours
9880,Persillade,7311311016332,Santa Maria,102 g,jar,true,glass,clear
5909,Kronenbourg 1664 Blanc,3080216031811,Kronenbourg 1664,50 cl,can,true,metal,other-colours
11906,Økologisk klaret smør,5750006130496,Irmas,"0,125 kg",cup-tub,true,plastic,clear
14489,Olivenolie spray,5710959080996,Irmas,"0,4 liter",aerosol,true,metal,other-colours
2667,Cremefraiche,5760466877794,Karolines Køkken,"0,5 kg",cup-tub,true,plastic,other-colours
6649,Royal Pilsner,5741000115435,Royal,33 cl,can,true,metal,other-colours
7249,Løgpulver,7311311015250,Santa Maria,41 g,jar,true,glass,clear
6098,Blended Scotch Whisky,5024546376592,Islay,70 cl,bottle,true,glass,clear
13449,Økologiske hakkede tomater,7340011491873,Irmas,"0,39 kg",brick,true,fibre-based,other-colours
7320,Rødvinssauce m. rosmarin og sort peber,5711953074110,Arla,500 ml,gable-top,true,fibre-based,other-colours
2578,"Skyr m. vanilje 0,2% fedt øko",5712874221522,Salling ØKO,1.000 g,bucket,true,plastic,other-colours
1525,Mørk chokolade 66% kakao,5774540840208,Anthon Berg,80 g,box,false,fibre-based,other-colours
298,Smoothie frugtblanding øko,5712871210550,Levevis,450 g,bag,true,plastic,other-colours
9119,Sennep m. dild,5712874684914,Lehnsgaard,250 g,jar,true,glass,clear
7813,Baked beans øko,5765228396988,Urtekram,400 g,can,true,metal,other-colours
7585,Mælkesauce,5711953074134,Arla,500 ml,brick,true,fibre-based,other-colours
5970,Reserva Periquita,5601174205007,José Maria da Fonseca,75 cl,bottle,true,glass,other-colours
8685,Pæremos øko,5712873035762,Urtekram,360 g,jar,true,glass,clear
15423,Sensitive,8718951170759,Colgate,"0,15 liter",tube,true,plastic,other-colours
1869,Sweet Chili & Red Pepper,5060042641413,Tyrrell's,"0,15 kg",bag,true,plastic,other-colours
2753,"Letmælk 1,5% fedt øko",5701852261513,Naturmælk,1 l,gable-top,true,fibre-based,other-colours
3305,"Kakaomælk 2,6% fedt",5711953055621,Matilde,1.000 ml,gable-top,true,fibre-based,other-colours
282,"Flødeis m. romsmag, karamelsauce og chokoladestykker",5766632529375,Premier Is,750 ml,tray,true,plastic,clear
10330,Vaniljesukker øko,5712874000516,Salling ØKO,110 g,bucket,true,plastic,white
5997,Sonnenfenster Gruner Vetliner,9120013791526,Weingut Frank GmbH,3 l,box,false,fibre-based,other-colours
2578,"Skyr m. vanilje 0,2% fedt øko",5712874221522,Salling ØKO,1.000 g,bucket,true,plastic,other-colours
2581,Græsk yoghurt 10% fedt,5709289004505,Athena,1 kg,bucket,true,plastic,white
2822,Skyr m. blåbær og vanilje,7310867948630,Stay Strong,900 g,cup-tub,true,plastic,white
1772,Mælkechokolade m. hasselnødder,5712873217083,Fazer,145 g,sleeve,true,plastic,other-colours
479,Vegansk is m. kakao og stykker af brownie,5701977001292,Naturli',500 ml,bucket,true,fibre-based,other-colours
1825,Blandede fyldte chokolader,5774540997605,Toms,205 g,box,false,fibre-based,other-colours
5211,Irish Whisky,5011026801033,Tullamore Dew,700 ml,bottle,true,glass,clear
1000,Go'e Stænger,5774540504209,Toms,"0,104 kg",bag,true,plastic,other-colours
5270,Energidrik m. citrussmag,5060337503129,Monster,500 ml,can,true,metal,other-colours
12863,Carlsberg 1883,5740700987175,Carlsberg,"1,98 liter",can,true,metal,other-colours
2340,Flæskesteg krogmodnet,5707196261035,Antonius,"1,8 kg",sleeve,true,plastic,clear
7094,Mornaysauce øko,5712872803225,Levevis,500 ml,brick,true,fibre-based,other-colours
7443,Pastasauce m. grøntsager,4002359004476,Dolmio,500 g,jar,true,glass,clear
5151,Lemonsodavand,5711018021608,Harboe,500 ml,bottle,true,plastic,clear
3186,Vegansk pålæg i skiver m. peberfrugt,5712874717704,Salling,80 g,jar,true,plastic,clear
15816,Ultra Strong Flexible Hold,4064666232386,Wella,188 stk,aerosol,false,metal,other-colours
13263,Hefe-Weisbier,5700383307677,Kaiserdom,"0,5 liter",can,true,metal,other-colours
12761,Pinard Hvidvin,5707227003702,Pinard,1 liter,gable-top,true,fibre-based,other-colours
913,Peanutsnack,5712873839421,Salling,200 g,bag,true,plastic,other-colours
9555,Grøn karry,7311311016042,Santa Maria,35 g,cup-tub,true,glass,clear
13620,Mayonnaise,5750006217210,Irmas,"0,175 kg",tube,true,plastic,other-colours
8002,Fuldkorns Linguine,5703043440554,Il Fornaio,"0,5 kg",sleeve,true,plastic,other-colours
11597,Økologisk butterchicken,5713032000942,Gris Lam & Co,"0,715 kg",jar,true,glass,clear
17426,Hakkede tomater m. urter,8032793343646,Pomi,390 g,brick,true,fibre-based,other-colours
10409,Havrebrød glutenfri,7311143450403,Finax,900 g,gable-top,true,fibre-based,other-colours
5255,Råstof Strawberry-Rhubarb,5706844515100,Råstoff,"0,7 liter",bottle,false,glass,clear
15525,Body Lotion,7340011434955,Coop 365,"0,2 liter",tube,false,plastic,other-colours
1222,Dino Tomato,5714518000777,MÄT,1 stk,bag,true,plastic,other-colours
3673,Marinerede sild i fileter,5710405311728,Lykkeberg,800 g,bucket,true,plastic,other-colours
13601,Kikærter,7340011487784,Coop 365,"0,23 kg",brick,true,fibre-based,other-colours
15368,Made for Men,737052599618,Bruno Banani,"0,15 liter",aerosol,false,metal,other-colours
3144,Pizzasauce,5704000493347,Jensens Køkken,250 ml,bottle,true,plastic,clear
5186,Breezer m. jordbær,5010677331159,Breezer,275 ml,bottle,true,glass,clear
11788,Frederikke,7340011463863,Coop,"0,3 kg",tray,true,plastic,clear
3927,Sojadrik m. kakao,5411188121947,Alpro,"0,25 kg",gable-top,true,fibre-based,other-colours
3608,One Chokolademælk,5730800523625,Cocio,"0,9 liter",bottle,true,glass,clear
11795,Koldskål,7340011346012,Xtra,1 liter,brick,true,fibre-based,other-colours
13996,Baked Beans,7340191108813,Coop,"0,39 kg",brick,true,fibre-based,other-colours
1238,Hit mix,5774540622231,Toms,"0,375 kg",bag,true,plastic,other-colours
11637,Økologisk Skyr naturel,5701975301028,Thise,1 kg,bucket,true,plastic,white
3001,Bacon i tern fedtreduceret,5707196191851,Tulip,140 g,tray,true,plastic,other-colours
3122,Pizzadej øko,9001536021409,Salling ØKO,280 g,sleeve,true,plastic,other-colours
4848,Søde kiks,8690504012580,Ülker,1 kg,sleeve,true,plastic,other-colours
946,Müslibarer mini m. appelsinsmag,5711070609769,Nordthy,150 g,bag,true,plastic,other-colours
13146,Bio Lemonade Orange,4260370660136,Mama,"0,33 liter",can,true,metal,other-colours
9925,Gåseleverpostej,3113010130388,Jean Larnaudie,200 g,can,true,metal,other-colours
15263,Emalje Protect Tandpasta,8710604777117,Zendium,2 stk,tube,true,plastic,white
7038,Bambusskud,5711044855352,Asian Kitchen,230 g,can,true,metal,other-colours
16991,"Skyr m. jordbær- og rabarberkompot 1,5% fedt øko",5713507045263,Salling ØKO,200 g,cup-tub,true,plastic,clear
413,Flødeis m. nougat øko,5707897111028,Hansens Flødeis,725 ml,box,true,plastic,clear
7248,Lasagneplader øko,5712873504770,Salling ØKO,500 g,box,false,fibre-based,other-colours
10943,Stegeflæsk i skiver,5700383419899,Coop,"0,4 kg",tray,true,plastic,black
11490,Økologisk Pizzadej,5709153099545,Irmas,"0,28 kg",sleeve,true,plastic,other-colours
3578,Frugtsalat,5704000476210,Graasten,250 g,cup-tub,true,plastic,clear
10729,Græsk inspireret salat med hvid ost,5704959117608,Coop,"0,3 kg",tray,true,plastic,clear
1394,Mørk chokolade m. karamelcremefyld og rom,5709385007769,Spangsberg,120 g,box,false,fibre-based,other-colours
1619,Fransk nougat m. peanuts og karamel og overtræk m. chokoladesmag,5701049113052,Carletti,125 g,box,false,fibre-based,other-colours
11862,Smørbar original,5760466905046,Kærgården,100 stk,tray,true,plastic,white
15534,Hudcreme 26%,7340011470427,Änglamark,"0,2 liter",tube,false,plastic,other-colours
2573,Saltet og tørret italiensk parmaskinke i skiver,5712871983829,Salling,70 g,tray,true,plastic,clear
1588,Mælkechokolade m. hasselnødder,5710405059606,Lindt,300 g,sleeve,true,plastic,other-colours
15805,Sunlotion,7340011429234,Änglamark,"0,2 liter",tube,false,plastic,white
2039,Daddelbar m. peanuts og havsalt,5060088707975,NAKD,140 g,box,false,fibre-based,other-colours
893,Godt & Blandet Det Sure Mix,7310350133802,Malaco,"0,325 kg",bag,true,plastic,other-colours
8215,Græskarsuppe m. gulerod,5711953074172,Arla,1 l,gable-top,true,fibre-based,other-colours
9064,Hakkede tomater m. hvidløg,5712872093954,Heinz,390 g,brick,true,fibre-based,other-colours
15755,Poly Swing,4015000627313,Schwarzkopf,"0,25 liter",aerosol,false,metal,other-colours
7463,Leverpostej på dåse,5762385793926,Faaborg,"0,25 kg",can,true,metal,other-colours
11845,Havarti,7340191103740,Xtra,"0,1 kg",tray,true,plastic,clear
9137,Grøn te m. citron,5701182014650,Gemi,125 g,can,true,metal,other-colours
7094,Mornaysauce øko,5712872803225,Levevis,500 ml,brick,true,fibre-based,other-colours
3362,Skæreost ekstra lagret 45+,5712874284763,Salling,720 g,sleeve,true,plastic,other-colours
13719,Pizzasauce,7340191125933,Änglamark,"0,39 kg",brick,true,fibre-based,other-colours
11720,Økologisk Græsk inspireret yoghurt,5718146110235,Irmas,1 kg,bucket,true,plastic,other-colours
17417,Risotto m. svampesauce,8058669801331,My Instant,70 g,cup-tub,true,fibre-based,other-colours
8343,Peberblanding,7311311016448,Santa Maria,258 g,cup-tub,true,plastic,clear
9220,Tapenade af soltørrede tomater,5701012139270,Princip,130 g,jar,true,glass,clear
677,Original Chips,7310532104453,Taffel,"0,175 kg",bag,true,plastic,other-colours
6652,Coca-Cola Original,5740700992612,Coca-Cola,"1,98 liter",can,true,metal,other-colours
7183,Chiliflager øko,5712874953461,Salling ØKO,50 g,cup-tub,true,plastic,clear
2045,Salt Lakrids,5774540505909,Ga-Jol,"0,14 kg",bag,true,plastic,other-colours
5248,Hyldeblomst & Lemonade,5703828023897,Aqua D'or,"1,25 liter",bottle,true,plastic,clear
3358,Okse Salami Snack,5709760003782,Hanegal,"0,025 kg",sleeve,true,plastic,other-colours
7028,Havsalt i flager,5701485200262,Maldon,250 g,box,false,fibre-based,other-colours
1734,Finest mint pralines,5710405058357,After Eight,136 g,bag,true,plastic,other-colours
487,Chokoladekage m. chokolademousse og hasselnøddetopping glutenfri vegansk,7312930007763,Almondy,450 g,box,false,fibre-based,other-colours
15915,"Mango, pear & granola",8713500011538,Organix,"0,1 kg",tube,true,plastic,other-colours
9225,Rålakridspulver,5765228750124,Urtekram,"0,04 kg",can,true,metal,other-colours
5408,Æblemost,5703210040471,Skæve Eksistenser,1 l,gable-top,true,fibre-based,other-colours
5645,Energidrik m. blåbærsmag,90424021,Red Bull,250 ml,can,true,metal,other-colours
1840,Ærter m. wasabi,8850043140018,Khao Shong,140 g,can,true,metal,other-colours
3287,Feta 23% fedt,5712873215157,Princip,150 g,brick,true,fibre-based,other-colours
2515,Rullepølse i skiver,5707196279092,Tulip,90 g,tray,true,plastic,clear
15523,Anti-perspirant Spray,8710447439630,Neutral,"0,15 liter",aerosol,false,metal,other-colours
5954,Gin m. appelsin,5000291023462,Tanqueray,700 ml,bottle,true,glass,clear
13435,Purerede tomater,7340011492023,Änglamark,"0,39 kg",brick,true,fibre-based,other-colours
13450,Økologiske Hakkede Tomater,7340011492016,Änglamark,"0,39 kg",brick,true,fibre-based,other-colours
5552,Pink Farts & Unicorns,5712873248681,Amager Bryghus,"0,33 l",bottle,true,glass,other-colours
1714,Ristede peanuts m. salt,7310532152256,Taffel,175 g,bag,true,plastic,other-colours
11229,Rød kaviar,5709345006160,1899 Lykkeberg,"0,05 kg",jar,true,glass,clear
3988,Frilandsæg L/XL,5701607585536,Dava,6 stk,tray,true,fibre-based,clear
2578,"Skyr m. vanilje 0,2% fedt øko",5712874221522,Salling ØKO,1.000 g,bucket,true,plastic,other-colours
